Customer Id,Discount Code,Company Name,Addressline,Forename,Surname,City,Postcode,Phone,Additional Information,Credit Limit
C003404,N,Alliance Business Credit Ltd.,Fluhmattstrasse 1,Carol,Callaghan,Achadunan,PA26 7PH,161-233-6811,,49000
C047891,N,Alliance Capital & Financial Services Ltd.,1390 Enclave Pkwy.,David,Mayer,Portuairk,PH36 2HQ,141-537-1385,dav_mayer5@aln.com,85000000
C005804,N,Alliance Coffee Ltd.,Attn: Disbursements,Makhan,Singh,Hainton,ln3 1zp,161-231-6115,maksingh@allian.com,92000
C014341,N,Alliance Comnet Ltd.,P.O. Box 8424,Karen,Lewis,Alderman s Green,CV2-8LP,141-522-2250,,340000
C026492,H,Alliance Concept Informatique,140 Caspian Ct.,Anthony,Bowen,Hoyland,s749yi,144-336-7284,a_bowen@allian.com,4900000
C014620,N,Alliance Consultanting,1000 E. Hanes Mill Rd.,Mohammed,Ibrahim,Harris,PH43-6GH,192-532-4001,,6400000
C025808,N,Alliance Consulting,Hafenweg 46,Mary,Thomas,South Common,bn8 7jt,141-549-8201,mar_thomas1@allian.com,80000000
C037644,N,Alliance Credit & Investments Ltd. [merged],PO Box 2545,Colin,Morgan,Wickham Street,ip23 6qo,161-266-7027,c.morgan@allian.com,0
C001464,H,Alliance Data Systems Corporation,"CS&S IT , Cathcart Business Park",David,Greenway,Ipsden,OX10 1FM,925-681-5162,,0
C017465,N,Alliance Fund Services Inc.,10321 West Reno Ave.,George,Kemshall,Yarrowford,TD7 3TQ,160-232-8278,gkemshall@allian.com,5700
C012505,H,Alliance Funds Mgmt. Ltd.,1100 Ridgeway Loop Rd.,David,Loveless,Toremore,KW6-6BO,141-594-7199,davloveless@alliancefund.com,17000
C012474,H,Alliance Holdings Pvt. Ltd.,PO Box 65250,Robert,Messenger,Higher Ansty,DT2 5YO,141-522-2326,rob_messenger@alnsltnkspft.com,81000
C034685,N,Alliance Information Technology,58 Commerce Rd.,Horace,Pennington,Holkham,NR233XY,141-549-8173,horace_pennington1@allian.com,8700
C000295,H,Alliance Infrastructure & Logistics Ltd.,1800 North Point Dr.,Allan,Jones,London,WC1B 0QY,141-522-2195,a_jones1@all.com,4200000
C027284,N,Alliance Integrated Metaliks Ltd.,84 Waterford Dr.,Melanie,Colman,Marlow,SL7-1XN,130-386-3675,,41000000
C001552,N,Alliance Laundry Systems,One Technology Place,Ivor,Rohsler,Great Gaddesden,HP1 3HK,141-522-2177,,2500
C050809,M,Alliance Management & Fiscal Services Ltd.,PO Box 1639,Jeremy,Morris,Ffrwdgrech,LD3 9HZ,141-539-6058,,1900
C046783,H,Alliance One International,4000 Ruffin Rd.,David,Greenway,Birts Street,WR13 8UE,161-231-6282,dav.greenway@allian.com,7600
C036218,N,Alliance Pipeline Ltd.,P. O. Drawer 2128,Kay,Bucknor,Horsehay,TF4 2OT,141-554-7513,k.bucknor4@alnspplnlt.com,930000
C029189,N,Alliance Techno Projects Ltd.,750 W. Center St.,Clive,Fowle,Eastington,ex176ql,141-539-6784,,42000000
C026015,M,Alliance Unichem Plc,"ShellMex House, Strand",Ivor,Thomas,Boughton,pe33 6od,415-564-7332,i.thomas@allianceunic.com,50000
C003262,H,AllianceBernstein,"Shin Kong Life Tower 66,CHUNG-HSIAO W.RD",Barbara,Thompson,Yeaton,SY4-8ZV,160-232-8224,,1090000
C023852,N,AllianceBernstein L.P.,243 Consumers Rd.,Daniel,Osborne,Lower Bullingham,HR2 2KD,151-521-3367,,6700
C015064,L,Alliant Energy Corporation,4400 Alafaya Trail,Jonathan,Phillips,Marske,dl112qr,151-521-3742,j.phillips@allian.com,110000000
C025774,N,Alliant Foodservice Inc.,3333 Old Milton Parkway,Catherine,Mattocks,Shenton,cv133wu,151-532-7437,cat_mattocks@allian.com,1070000
C048217,N,Alliant Techsystems Inc.,c/o IBM Global Services Sourcing,Richard,Siddon,Graig,LL171VS,151-555-7859,richard_siddon@aln.com,18000
C018197,N,"Alliant, LLC",Finance Department,Robert,Heeley,Low Mill,YO6 9GP,151-522-2851,,230000
C008337,N,Allianz,11580 Great Oaks Way,Joanne,Atkins,Red Post,EX23 3VK,161-231-6059,joa.atkins@allian.com,94000000
C008048,H,Allianz AG,1 Macintosh Road,Ben,Bates,Kildonan Lodge,kw84ua,161-291-9096,,75000
C010891,N,Allianz Australia Ltd,PO Box 1107,Catherine,Anderson,Nettlestead,ip80uu,141-522-2260,,2300000
C042899,N,Allianz Capital Partners,41 Valleybrook Dr.,David,Whittall,Newton,IV112VG,180-171-8327,davidwhittall7@alnskp.com,11000000
C025710,M,Allianz Global Risks,3003 Summit Blvd.,Vanda,Morgan,Coad s Green,PL15 9XB,160-232-8200,,5700000
C004719,L,Allianz Global Risks US Insurance Agency,"Av. Maria Coelho de Aguiar, 215",Martin,Hodges,Regil,bs183ds,180-124-6846,mhodges@allianzgloba.com,7600000
C049786,M,Allianz IDS GmbH,2 Riverview Dr.,Garry,Burnside,Mearns,G77 5NJ,195-298-8005,,20000
C027850,L,Allianz Insurance Co.,1 Sony Dr.,John,Conquest,Rose Green,co66ue,131-472-6441,j.conquest0@all.com,13000
C032155,N,Allianz Insurance Company S.A.,241 Ralph McGill,Eric,Eley,Rosehearty,AB43 9IX,131-472-6393,,7200000
C046613,N,Allianz Lebenversicherungs AG,P. O. Box 13408,Gilbert,Farnell,Airdrie,ml6 1pi,131-472-6397,,9000000
C046332,H,Allianz Nederland Groep N.V.,Attn: JR French,James,Skelton,Seven Kings,IG3-4KC,150-371-0152,,8900000
C049486,N,"Allianz of America, Inc.",PO Box 582808,Paul,Dennison,Kylesknoydart,PH41 2HS,150-368-4088,paul_dennison@alnsfm.com,1900000
C024326,N,"Allianz Pojstovna, a.s.",6340 NW 5th Way,Julian,Stribling,Ardley,ox6 8sb,141-525-7800,,7500
C042621,N,Allianz Private Equity Partner,PO Box 20410,Emma,Richardson,Buckspool,SA71-2TY,170-786-3678,erichardson5@allian.com,10300000
C032546,H,Allianz Private Krankenversicherungs AG,518 East Broad Street,David,Whitehouse,Whelpo,ca79sk,170-786-3600,d.whitehouse8@all.com,10200000
C029742,N,Allianz Sachversicherung,275 East Broad St.,Hugh,Sammons,Burnhaven,AB42-9PP,194-975-3389,hsammons@allianzsachv.com,9500
C049869,N,Allianz Suisse,MVC Financial  Management Unit,Joanna,Hicking,Haslingfield,CB35ZD,194-972-7100,joahicking@allianzsuiss.com,5000000
C009432,H,Allianz Versicherungs AG,P.O. Box 8000,Barry,Smith,Oakdale,NP2 8WK,194-975-3329,barsmith6@alnsfrsxrnks.com,10400000
C027591,N,Allied Banking Corporation,1980 Post Oak Blvd.,Annie,Jostons,Balbeg,IV3 4KZ,194-972-7164,annjostons7@alliedbankin.com,5700
C022160,H,Allied Building Products Corp.,5900 Optical Court,Mary,Willimott,Aston,S31 0US,949-753-3720,,420000
C006981,H,Allied Capital Corporation,227 King St. S. (301B13),David,Hill,Kington Langley,sn157wb,194-975-3360,,9800
C013286,H,Allied Computers Intl. (asia) Ltd.,1770 Promontory Cir,Hedley,Bryers,Ackton,wf75eg,949-753-3171,hedbryers@alliedcomput.com,9100000
C021937,N,Allied Digital Services Ltd.,4315 Pickett Rd.,Andrea,Dewis,Aldbrough St John,DL119GZ,194-975-3382,a_dewis@allied.com,380000
C013621,N,Allied Distributing,PO Box 52690,Geoffrey,Davies,Grotaig,IV3 1FF,194-975-3320,gdavies@allieddistri.com,9600000
C015247,H,Allied Domecq,Europark Fichtenhain B10,Wendy,Watkin,Sustead,NR11 7FZ,194-975-3317,wenwatkin1@alttmk.com,13000
C043872,N,Allied Domecq Spirits & Wine (india) Ltd.,P.O. Box 89000,Doreen,Jones,Wenallt,LL219HM,141-577-8717,djones@all.com,44000000
C041016,H,Allied Domecq SW Ltd,801 Marquette Ave.,Reginald,Bradley,Lane End,la19 2kv,141-577-8712,r.bradley0@allieddomecq.com,19000
C036621,H,Allied Domeq USA Inc.,70  Gray Road,Sarah,Hislam,St Breward,pl304rk,141-577-8707,,39000
C045334,L,Allied Electronics,PO Box 1830,Richard,Gosney,Gayton,CH607BT,141-577-8719,,46000000
C013994,N,Allied Fiscal Services Ltd.,8500 Carnigie Blvd.,Vivien,Henley,Batcombe,BA42MV,141-577-8718,v.henley@alliedfiscal.com,11000
C016954,L,Allied Global Finance Ltd.,101 N. Wacker Dr.,Samantha,Loader,Edwardstone,CO10 7XO,141-577-8700,sam_loader@all.com,4000000
C029767,H,"ALLIED Group, Inc.",Greater London House,Nigel,Calcott,Plumpton,bn70ty,141-577-7077,,9600000
C002624,L,Allied Informatics Inc.,P.O. Box 316,Joginder,Dhinsa,Lingen,SY7 1SE,180-132-6563,,4800
C006950,L,"Allied Irish Banks, Plc",Gracechurch House,Jonathan,Clark,Rothley,le75jl,180-132-6562,,1600
C006282,N,Allied Management Group,888 3rd St. SW,Westley,Baulk,Bridgerule,ex22 9ne,180-184-4860,w.baulk@alliedmanage.com,3400000
C015820,N,Allied Nippon Ltd.,C/O Accenture,Carol,Inman,Pitfichie,ab51 1kw,180-132-6554,c_inman@all.com,102000
C017981,H,Allied Perfumers Pvt. Ltd.,7850 N. Belt Line Rd.,Jacqueline,Hayes,Peter s Green,lu22gh,180-155-5788,jacqueline_hayes@altprf.com,40000
C049684,L,Allied Photographics India Ltd.,Business Services,Graham,Turner,Botarua,hs6 4me,180-186-7113,,50000
C025218,L,Allied Property And Casualty Insurance Company,"Vidyasagar Building, 2nd Floor",Roy,Tookey,Buckland Tout Saints,TQ7 5DL,165-038-5500,r_tookey@alt.com,4200
C038211,N,Allied Publishers Pvt. Ltd.,530 Lindbergh Dr.,Peter,Hall,Burton Pidsea,hu12 2gb,181-870-4370,,69000
C011541,L,Allied Resins & Chemicals Ltd.,6500 Rock Spring Drive Suite 500,Peter,Dunton,Fifield,OX7 0AH,181-871-5610,petdunton@altrsn.com,40000000
C046033,N,Allied Steels Ltd.,445 South St.,David,Wharrad,Lighthorne,CV351AA,181-870-4373,davwharrad7@alliedsteels.com,8800
C013566,L,Allied Stock Investors Ltd.,11480 Commerce Park Drive,Susan,Collier,Shop,ex236sl,180-021-1728,susan_collier@alliedstocki.com,109000000
C001506,M,Allied Strips Ltd.,101 Green St.,Gordon,Merrick,Little Cawthorpe,LN11 5BL,181-870-4342,gormerrick@alliedstrips.com,70000
C050776,N,"Allied Van Lines, Inc.",1500 606 4 Street SW,David,Mitchell,Castle Morris,SA62 5OG,181-870-4291,dav_mitchell9@alliedvanlin.com,25000
C031417,N,Allied Vaughn,PO Box 166,Paul,Mcentee,Little Amwell,SG13 3UH,181-870-4361,paulmcentee6@altfkn.com,530000
C046012,L,Allied Waste Industries,101 Barclay Street,Balvant,Patel,Etteridge,ph208jc,181-870-4311,bal_patel@alliedwastei.com,9700
C039485,N,Allina Hospitals and Clinics,1601 Cherry St.,Christina,Heritage,Forsbrook,ST11 6QF,121-364-0476,c_heritage@allinahospit.com,40000
C007490,N,Allindia Technologies Ltd.,P. O. Box 707,Adam,Lea,Lundie,iv3 2ll,132-321-0500,adalea@all.com,350000
C021130,L,Allmystuff Inc.,5 Penn Plaza,Kevin,Norris,Netherthorpe,S80 1VO,194-947-7886,,2800000
C015072,L,"Alloy, Inc.",350 N. Sunny Slope Rd.,Joyce,Green,Wrightpark,fk84cm,171-454-1996,j.green@alnk.com,107000
C013345,H,Allsec Technologies Ltd.,22 Thomson Place,Jacqueline,Holmes,Swindon,SN1 0LG,171-438-5960,,53000
C013774,L,Allsoft Corporation Ltd.,1000 Lancaster St.,Alexander,Air,Eastchurch,ME12-3NI,183-241-9744,,4800000
C033526,N,Allstate Finance & Leasing Ltd.,200 North Garden Ave.,Peter,Cash,Llanfrynach,LD32QN,171-454-1973,,1070000
C024091,H,Allstate Insurance Company,1 North Dale Mabry Hwy.,Judith,Surridge,Tollerton,YO61 5ZD,171-463-4247,jud_surridge@allstateinsu.com,110000
C024592,M,Allstate Insurance Company of Canada,P. O. Box 1121,Robert,Jenkins,Lane End,DE55 4UP,171-463-4349,r.jenkins3@alsttnsrnskm.com,180000
C036132,N,allstream,131 Old Settlers Blvd.,Anthony,Wells,Bogbuie,IV6 9NI,171-439-7132,anthony.wells@alstrm.com,88000
C014714,H,"ALLTEL Communications, Inc.",5050 Yonge St.,Mabel,Edwards,Birmingham,B5-8TU,171-450-4473,,10000000
C038146,N,"ALLTEL Information Services, Inc.",100 South Wacker Dr.,Rex,Aldred,East Hardwick,WF8 9EF,171-450-4670,r.aldred@alltel.com,23000
C002581,H,ALLTEL Integrated Financial Solutions,Yew Tree Bottom Road,Stella,Brook,Stobo,EH457QR,171-454-2716,stellabrook6@alltelintegr.com,200000
C004905,N,ALLTEL Mortgage Information Services Inc.,19001 S. Western Ave.,Richard,Troke,East Dereham,nr19 1ld,171-494-3670,richard.troke5@all.com,80000
C008250,M,Alluri Finvest Ltd.,P.O. Box 1000,Marjorie,Morton,North Oakley,rg266sh,171-438-5900,marmorton@alrfnfstlt.com,10300000
C033272,L,Alm. Brand Bank,1150 S. Olive St.,Diane,Vickery,Tetchill,sy12 8ak,171-494-3626,d_vickery@almbra.com,10300000
C006887,L,Almagamated Bank of Chicago,Williams Enterprise Payables Service,Enid,Askew,Harwich,co12 1yf,171-432-8772,,530000
C024290,H,Almas Y Lafamilia,2300 NE Brookwood Pkwy,Nicholas,Lamb,Lethendy,PH24MC,171-494-3647,nicholas_lamb@almasylafami.com,4200
C044472,N,Almatis A C C Ltd.,PO Box 500,Edna,Simms,Lee Clump,HP16-6ZJ,171-439-7290,e.simms@almtsklt.com,440000
C024616,H,Almatis GmbH,2501 N. Military Trail,Keeley,Mundy,Fasagrianach,IV230IT,184-738-0021,kmundy5@almatisgmbh.com,100000
C050683,M,Almirall Prodesfarma,499 Washington Blvd.,Mark,Brewerton,Rayne,cm75qz,181-724-7350,,170000
C030092,H,Almonde,154 University Ave.,John,Wolloff,Lledrod,SY23 8QW,171-494-3205,joh_wolloff@almond.com,400
C037059,N,Almondz Capital & Mgmt. Services Ltd.,P.O. Box 120312,John,Harden,Great Bookham,KT23 1EV,181-867-3429,j.harden@almond.com,21000
C042801,H,Almondz Commodities Pvt. Ltd.,Naval Construction Battalion Center,Mary,Coyle,Alton,GU340RR,131-077-2647,mar_coyle@almond.com,9400
C006200,N,Almondz Finanz Ltd.,8550 W. Bryn Mawr Ave.,Sheila,Johnson,Llanfihangel Glyn Myfyr,LL21 2TA,180-087-1200,,1700
C019422,H,Almondz Global Securities Ltd.,22001 Loudoun County Pkwy,Anthony,Plant,Chad Valley,b153wq,181-867-3438,,20000000
C003010,H,Almora Magnesite Ltd.,PO Box 7,Jagatdeep,Minhas,Crawley,ox89rh,131-077-2623,,650000
C032466,N,Alna Trading & Exports Ltd.,100 N. Sepulveda Blvd.,Pavitar,Matharu,Kelleth,CA10-9HT,131-077-2620,,9500
C027762,H,Al-nafees Frozen Food Exports Pvt. Ltd.,PO Box 1608,Paul,Cooksey,Breighton,YO8 2BW,181-825-1451,p.cooksey@aln.com,10500000
C007370,N,Alnylam Europe AG,340 MacArthur Blvd.,Michel,Georgy,Langlee,td86ou,194-974-3015,,1800
C000837,M,Alok Ferro Alloys Ltd.,PO Box 1459,Linda,Smith,Daltot,pa318gh,602-263-6011,,65000
C047145,N,Alok Industries Ltd.,5th Floor,Donald,Chandler,Long Sutton,PE12 3SY,160-226-3601,d_chandler6@alkntstrslt.com,900000
C018841,N,Alok Infrastructure Pvt. Ltd.,PO Box 4031,Martin,Naughton,Glusburn,BD20-9YK,180-853-1626,,6200000
C026779,N,Alom Extrusions Ltd.,PO Box 77-00056,Beverley,Freeman,Holt,BH21 6LI,171-425-2484,bevfreeman@alo.com,101000000
C010066,H,ALON USA,University Information Systems,Jeanette,Withers,Kempshott,RG22-2OP,172-089-5361,,9400
C046037,N,Alora Trading Co. Ltd.,9201 University City Blvd.,Belinda,Walker,Lendrick,fk175ws,185-832-0680,b.walker@aloratrading.com,48000000
C030503,H,Alpa Laboratories Ltd.,221 W. 6th St.,Aparna,Srivastava,Trevalyn,LL12-9AL,131-026-4321,asrivastava3@alp.com,500
C045067,H,Alpex International Ltd.,P.O. Box 301401,David,Waddoups,Hoddesdon,en118hk,720-945-3820,d_waddoups@alpexinterna.com,22000000
C049813,N,Alpha Commercial Enterprises Ltd.,Administrative Management Systems,Julie,Munn,Bourton,sn6 0ly,172-094-5389,jmunn@alphacommerc.com,9100
C033003,N,Alpha Drug India Ltd. [merged],1555 rue Carrie-Derick,Margaret,Buswell,Cresswell,sa689ka,172-094-5467,,650000
C023301,H,Alpha Garments Pvt. Ltd.,21355 Ridgetop Circle,Marylin,Nendick,Ufford,PE9 2RZ,720-945-3825,,200000
C022127,N,Alpha Graphic India Ltd.,600 Coolidge Rd.,Deborah,Jennings,Deopham Green,nr183ei,141-464-7319,deborah_jennings@alphag.com,11000000
C038055,N,Alpha Hi-tech Fuel Ltd.,PO Box 487,Samia,Fayek,Aikton,CA7 0XZ,172-094-5583,samia.fayek1@alphah.com,96000000
C044383,N,Alpha Mgmt. GmbH,2220 W. Broad St.,Martin,Walters,Bredon s Hardwick,GL207YA,171-485-0816,m.walters@alphamgmtgmb.com,2800000
C017630,N,Alpha Oxygen Ltd.,"Ashusgade 88, G",Surinder,Kaur,Headless Cross,B97 0EQ,171-485-0520,sur_kaur@alphaoxygenl.com,46000000
C047011,M,Alpha Toyo Ltd.,455 Sherman St.,Anthony,Lander,Walpole St Andrew,pe14 1pv,171-485-0543,ant_lander1@alphat.com,87000
C036993,L,"AlphaDog Procurement Management, Inc.",1750 Tysons Blvd.,Peter,Dunton,Dixton,NP5 9JQ,171-485-0513,pdunton1@alphad.com,61000000
C045160,N,"Alphagenics, Inc.",Vlasic Plz 6 Executive Campus,Andrew,Cudworth,Bettws Cedewain,SY16 9OS,171-485-0534,andrewcudworth1@alp.com,8200000
C012813,N,Alphageo (india) Ltd.,45 Nob Hill Rd.,Mark,Dangerfield,Ferrybridge,WF11 5MM,171-485-0559,mark_dangerfield@alfjnt.com,56000000
C041652,M,AlphaPharm,PO Box 3099,David,Bassett,Oldstead,YO61OL,171-485-0542,,180000
C032325,H,Alpharma Inc.,"41 - 49 Agiou Nicolaou Street, Block A 3",Betty,Horton,Little Grimsby,ln111mf,171-485-0406,,28000000
C024586,N,Alpharma Limited,PO Box 10129,Brian,Duncan,Gallowstree Elm,dy75jl,171-485-0521,bri_duncan4@alfrmlmtt.com,2100000
C043735,M,Alphatania Ltd.,Disney Worldwide Shared Services,Kirti,Majethia,Fosdyke,pe20 4fg,171-485-0524,,790000
C006891,N,Alpic Finance Ltd.,4000 Warner Blvd.,William,Love,Barton,TQ2 0US,171-485-0560,w_love5@alp.com,2300000
C029051,N,Alpine Capital Services Ltd.,PO Box 47420,Alistair,Oakley,Cropwell Bishop,NG12 6IW,171-485-0528,aoakley@alpine.com,8000000
C036318,M,Alpine Commercial Co. Ltd.,"101 Constitution Avenue, N.W.",Michael,Cox,Hargrave,CH3 5SM,171-485-0535,,300000
C047694,H,Alpine Electronics,C/O Providian Bancorp Services,Krzysztof,Cietak,Rhynie,IV20 5SO,171-485-0503,k.cietak@alpine.com,33000000
C010840,N,Alpine Housing Devp. Corpn. Ltd.,1111 3rd Ave.,Brian,Gibson,Bimbister,KW17 0DD,171-485-0530,,410000
C038763,N,Alpine Industries Ltd.,1001 Fannin St.,Kenneth,Langston,Wednesfield,WV11 0AX,171-485-0569,,3100
C039634,M,Alpine Mayreder Bau GmbH,DOA-Information Systems Div.,Rose,Smith,Porth Mellin,TR12 5QA,171-488-5275,,42000
C014494,N,Alpine Trading & Finance Ltd.,900-191 Broadway,Helen,Bolton,Ravensden,MK44 9IQ,805-955-3119,,16000000
C002087,L,Alps Automotive,525 Market St.,Brian,Perkins,Coulport,G84 6ZG,194-922-2830,bri_perkins@alpstmtf.com,69000000
C028501,M,Alps B P O Services Ltd.,1900 S. 18th Ave.,Gordon,Venus,Voy,kw16 3lc,194-922-2731,g_venus8@alpsbposervi.com,1800000
C015824,L,Alps Energy Pvt. Ltd.,P O Box 64526,Elaine,Zbrozyna,Peasedown St John,ba21zz,194-922-2800,,5900000
C040585,H,Alps Hospital Pvt. Ltd.,924 Overland Ct.,Stephen,Gray,Chilvers Coton,cv10 4qn,170-129-8560,,23000000
C045256,M,Alps Industries Ltd.,1300 Spring St.,Carolyn,Went,Netherthird,KA18 9YJ,180-853-7858,c.went@alp.com,6100000
C050593,N,Alps Laboratories Ltd.,130 Fieldcrest Ave.,Carl,Wilson,Haughs,AB54 5NG,180-852-6744,,11000000
C029790,H,Alps Retail Pvt. Ltd.,2240 West 75th St.,Stephen,Monckton,Spott,EH42 4TZ,188-864-3388,smonckton@alpsre.com,5100
C017906,N,Alps Spandex India Ltd.,C/o Winterthur Life UK Limited,Peter,Flinders,Drummore,dg90ka,180-884-8570,,76000
C000891,M,ALPTIS ASSURANCES,P.O. Box 19800,Roy,Cotterill,Tyle Garw,CF72 8BN,180-869-3191,roy.cotterill7@alptisassura.com,5600000
C029937,L,Alpump Ltd.,200 W. Old Wilson Bridge Rd.,Gordon,Copestake,Appletreewick,BD23-1RV,180-853-8404,,70000000
C030726,L,Alsa Construction & Housing Ltd.,PO Box 13745,Raymond,Bowen,Stanfield,NR20 3OJ,180-884-8585,ray_bowen0@alsaconstruc.com,59000
C045254,H,Alsa Marine & Harvests Ltd.,1500 Eckington Place NE,Jason,Lowe,Erwood,LD2 0LD,132-372-7349,j.lowe@als.com,90000000
C028070,N,ALSAC St. Jude Hospital Inc.,P.O. Box 57099,Jacqueline,Hayes,Gask,AB538QH,132-372-7643,jac_hayes1@alsacstjudeh.com,80000000
C045827,H,Also-Holding AG,411 Eagleview Blvd.,John,Hemmings,Rudry,CF83 0MF,192-594-2830,joh_hemmings@alsoholdinga.com,59000
C014083,N,Alstom,P.O. Box 6555,Brian,Cooper,Mossley,ol53od,132-372-7326,bri_cooper@alstom.com,5900000
C041868,L,ALSTOM (Schweiz) AG,7 N Fair Oaks Ave.,Tania,Housley,Raw,yo22 2xs,121-389-6707,tania.housley@alstmxsk.com,25000000
C050377,H,Alstom Energy Ltd.,2 Concourse Pkwy NE,Linda,Hall,Fewston,HG36OO,132-372-7382,,9900000
C010524,N,Alstom India Ltd.,21255 Califa St,Joanne,Crowson,Talgarreg,SA44-2VL,132-372-7383,joa.crowson@alstom.com,101000
C029928,L,Alstom Power,100 College Rd. West,Richard,Lorne,Bleatarn,CA16 6EO,132-372-7644,richardlorne@alstompower.com,330000
C020162,H,Alstom Power Boilers Ltd. [merged],4600 East West Hwy,Mark,Stevens,Stoke Dry,le159sd,132-372-7347,m.stevens4@alstom.com,48000
C010415,H,Alstom Power Boilers Services Ltd.,9333 N. Milwaukee Ave.,Johnathon,Sparks,Bradfield,CO11 8TI,121-389-6795,j_sparks@alstmprplrss.com,1600000
C047486,H,Alstom Power Inc.,1 Park Plaza,Leonard,Gibbs,Cadham,KY7 9LI,121-389-6700,l_gibbs@als.com,260000
C001889,H,Alstom Projects India Ltd.,167 Worcester St,Linda,Crichton,Ranworth,NR13 7BN,132-372-7367,lcrichton@alstomprojec.com,30000000
C023359,N,Alstom S.A.,8444 Westpark Drive,Mushtaq,Ahmed,Hermiston,EH14 7LA,121-325-3570,m_ahmed9@alstms.com,9500
C032203,M,Alstom Steam Turbine Ltd.,P. O. Box 9320,Jacqueline,Kinsella,York,yo12eu,171-467-1700,jackinsella@alstom.com,23000000
C003146,M,Alstom T & D Distribution Transformers Ltd. [merged],PO Box 93195,Abidah,Mir,Cleator,CA23 0KS,213-452-2029,abimir8@alstmtttstrp.com,1500
C044394,N,Alta Genetics Inc.,1 E. Jackson Blvd.,Inder,Grewal,Brightlingsea,CO7 2CX,171-425-7532,ind.grewal@altagenetics.com,930000
C044110,N,Alta Laboratories Ltd.,P.O. Box 21688,Richard,Brown,Selkirk,TD7 4IB,171-425-7535,,510000
C011305,M,Alta Leasing & Finance Ltd.,1900 Market Street,Christopher,Scott,Leanach,IV1 1FK,194-997-5496,chr_scott3@alt.com,550000
C050176,N,"Alta Resources, Inc.",Queens Walk,Adele,Wylde,Corstorphine,eh129vs,714-672-1704,a.wylde1@altare.com,100000
C037085,N,AltaGas Income Trust,Winchester House,Richard,Stokes,Crayke,YO61-8IA,171-425-7592,ric.stokes@altksnkmtrst.com,73000000
C039188,M,Altair Engineering,GPO Box 1903,Deborah,Whalley,London,W1J 5BO,171-467-1713,d_whalley@altrnjnrnk.com,12000000
C035275,H,Altamed Health Services,51 Cuppage Road,Stephen,Gibbs,Lower Boscaswell,tr195px,171-467-2175,,84000000
C033278,N,Altana Pharma US,Fuggerstr. 11,Stephanie,Goldspink,Westbury,BA131ON,171-425-7555,s.goldspink@altana.com,6400
C038831,N,Altarum,Abteilungsleiter Risikocontrolling,Gail,Collett,Cruwys Morchard,EX16 6VD,171-425-7561,gcollett@alt.com,47000
C041615,L,AltaVista Company,Ballindamm 27,Dorothy,Dixon,Tickencote,PE95BD,171-425-7569,dor.dixon3@altavistacom.com,1000000
C007794,M,Alte Leipziger Bauspar AG,LUDWIGSTR. 20,Pamela,Hardiman,Kilmore,IV44 1CR,171-467-1751,,93000
C037465,L,Alte Leipziger Lebensversicherungsgesellschaft auf Gegenseitigkeit,5592 Rue Ferrier,John,Evans,Fisher s Pond,SO50 8ZK,171-425-7529,,44000000
C003442,H,Alteer,1599 Clifton Rd. NE,Patricia,Smalley,Midtown,IV22 7YG,171-425-7557,patriciasmalley7@alteer.com,44000
C016906,H,Alter Ego Networks Inc.,Postbus 9130,Marie,Lake,Felindre,SA32-8LI,171-425-6648,m_lake@alteregonetw.com,1000000
C001957,M,Altera Corporation,Oude Lindestraat 70,Jeremy,Sparks,Coedpoeth,LL11 9ZW,171-425-7518,jsparks@alteracorpor.com,10600000
C020573,N,Alternate Brand Solutions Ltd.,"Postbus 188, Soest",Ben,Sutherland,Thurnham,me145uu,171-425-6639,ben_sutherland0@alternatebra.com,54000000
C004991,H,Alternate Sales Force,Vonderweg 11,Andrew,Richardson,New Costessey,NR5 2CI,210-474-3146,and.richardson@alt.com,8000000
C012028,M,Alternative Investments & Credits Ltd.,Postbus 212,Natasha,Coombs,Claxton,NR14 3JV,171-467-1705,,980000
C050916,H,"Alterpoint, Inc.",Postbus 1800,Donna,Fletcher,Boarzell,TN19 5PS,171-467-1709,,1080000
C044817,L,Alterra Healthcare,Postbus 973,Mark,Bradbury,North Baddesley,so520ss,131-082-3939,markbradbury9@altrl0kr.com,2000
C012931,N,Althaf Shoes Pvt. Ltd.,Polanerbaan 1,June,Cruickshanks,Lopen,ta131tg,171-425-7574,j_cruickshanks@althafshoesp.com,1800
C012151,M,Alti,Smallepad 30,John,Cunliffe,Hambrook,PO18 8WE,171-467-2196,john_cunliffe4@alti.com,4700000
C001424,M,"Alticor, Incorporated",Postbus 3000,John,Breen,Thornborough,DL8 2WA,171-467-2197,j.breen@altkrnkrprtt.com,7500
C031210,N,Altima Assurances,P.O. Box 194,Christine,Powell,Fivelanes,PL15 5AB,121-348-6950,chr_powell@alt.com,40000000
C029649,N,ALTIS,Sprengenbergstraat 9,Francis,Evans,Bridge,CT4 6XG,171-425-7585,fevans@alt.com,21000
C035922,L,Altius Autoworld Pvt. Ltd.,Rue du marché aux Herbes,Peter,Spooner,Comra,ph20 4me,171-425-7547,,68000
C021733,M,Altivity Packaging,16/f Revenue Tower,Roy,Duncomb,Cusop,hr3 6qy,171-467-1757,roy_duncomb@alt.com,520000
C002760,H,Altos India Ltd.,Bahnhofquai 12,Mark,Colley,North Curry,ta38cp,714-257-5078,mcolley@altosindialt.com,1800000
